Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: National Organizations of the U.S.") And Edition (57)  LIMITS: Database (Encyclopedia of Associations: National Organizations of the U.S...."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL,SIC Code,SIC Description,SIC Code - collectIndustries Served,SIC Description - Industries Served,Year Founded,Number of Employees,Budget,Number of Members,Library Maintained,Awards Bestowed,Award Type,Publications Issued,Publication Type,Publication Frequency,Advertising Accepted,Conventions/Meetings Held,Conventions/Meeting Type,Exhibits,Subject Descriptor,Section Number,Section Heading,Officer 1,Officer 2,Officer 3,Officer 4,Officer 5
"AAACWM927157659","National Coalition of Independent Scholars (NCIS)","PO Box 120182","","","","","San Antonio, TX 78212 USA","San Antonio","TX","78212","United States","","","","","info@ncis.org","http://www.ncis.org; http://www.facebook.com/groups/NationalCoalitionofIndependentScholars; http://www.linkedin.com/groups/1779384/profile; http://twitter.com/NCISorg","8299","Schools and Educational Services Nec","","","1989","2","17000","","Yes","None Reported","","","Directory","annual","No","None Reported","","","Higher Education","05","Educational Organizations","Amanda Haste","","","",""
"JORBFL956019995","National Collegiate Baseball Writers Association (NCBWA)","c/o Russell Anderson, Associate Executive Director","Conference USA","5201 N O'Connor Blvd., Ste. 300","","","Irving, TX 75039 USA","Irving","TX","75039","United States","214","(214)418-6132","","","","http://www.sportswriters.net/ncbwa","","","7383; 8699","News Syndicates; Membership Organizations Nec","1962","","","250","None Reported","Yes","Award; Trophy; Recognition","","","","","Yes","meeting","","Press","01","Trade, Business, and Commercial Organizations","Malcolm Gray","","","",""
"YPLKXW277312707","National Colorbred Association (NCA)","c/o Henry Vela, Treasurer","620 Arawe Cir. E","","","","Irving, TX 75060 USA","Irving","TX","75060","United States","","","","","","http://www.nationalcolorbred.com; http://www.facebook.com/NationalColorbredAssociation","","","0752","Animal Specialty Services","1978","","","300","None Reported","Yes","Recognition","","Newsletter","quarterly","No","Yes","meeting","","Bird","13","Hobby and Avocational Organizations","Ricardo Sanchez","","","",""
"QZZIZK593304591","National Council of Lawyer Disciplinary Boards (NCLDB)","1414 Colorado St., Ste. 610","","","","","Austin, TX 78701 USA","Austin","TX","78701","United States","","","","","jordanh@ladb.org","http://www.ncldb.org","","","8111","Legal Services","2003","","","","None Reported","None Reported","","","","","","None Reported","","","Attorneys","03","Legal, Governmental, Public Administration, and Military Organizations","Leslie A. Hayashi","","","",""
"KMYEUY737227979","National Cursillo Movement (NCM)","PO Box 799","","","","","Jarrell, TX 76537 USA","Jarrell","TX","76537","United States","512","(512)746-2020","","(512)746-2030","admin@natl-cursillo.org","http://www.natl-cursillo.org","","","8299","Schools and Educational Services Nec","1957","","","1750000","None Reported","None Reported","","","Newsletter; Magazine","6/year; bimonthly","No","Yes","meeting","","Catholic","11","Religious Organizations","Hoang Tran","","","",""
"RYLQEG251616272","National Electronics Service Dealers Association (NESDA)","3000-A Landers St.","","","","","Fort Worth, TX 76107-5642 USA","Fort Worth","TX","76107-5642","United States","817","(817)921-9061","","(817)921-3741","info@nesda.com","http://nesda.com; http://www.facebook.com/TVRepairPros","2741; 2721","Miscellaneous Publishing; Periodicals","7629; 5065","Electrical Repair Shops Nec; Electronic Parts and Equipment Nec","1963","4","408191","","None Reported","Yes","Recognition","","Magazine; Database; Directory","April and August issues are by print only; Every month of January; January; Latest edition 2011; annual; monthly","Yes","Yes","convention; tradeshow","","Electronics","01","Trade, Business, and Commercial Organizations","Mack Blakely","","","",""
"MQRWDB567516645","National Firearms Act Trade and Collectors Association (NFATCA)","20603 Big Wells Dr.","","","","","Katy, TX 77449-6269 USA","Katy","TX","77449-6269","United States","281","(281)492-8288","866-897-0182","","info@nfatca.org","http://www.nfatca.org; http://www.facebook.com/NFATCA; http://www.linkedin.com/groups/113592/profile; http://twitter.com/nfatca","","","3484; 5941","Small Arms; Sporting Goods and Bicycle Shops","2005","","15998","","None Reported","None Reported","","","Newsletter; Handbook","","No","None Reported","","","Firearms; Collectors; Handguns; Rifles; Shooting","01","Trade, Business, and Commercial Organizations","John Brown","","","",""
"YYNUBJ623145997","National Football Foundation and College Hall of Fame, Inc. (NFF)","433 E Las Colinas Blvd., Ste. 1130","","","","","Irving, TX 75039 USA","Irving","TX","75039","United States","972","(972)556-1000","","(972)556-9032","membership@footballfoundation.com","http://www.footballfoundation.com; http://www.facebook.com/NFFNetwork; http://twitter.com/NFFNetwork","","","7997; 8412","Membership Sports and Recreation Clubs; Museums and Art Galleries","1947","12","3835451","12000","None Reported","Yes","Recognition; Award; Trophy; Medal; Monetary","","Magazine","quarterly","Yes","None Reported","","","Football","14","Athletic and Sports Organizations","","","","",""
"YTOWAW860305904","National Foster Parent Association (NFPA)","1102 Prairie Ridge Trl.","","","","","Pflugerville, TX 78660 USA","Pflugerville","TX","78660","United States","","","800-557-5238","(888)925-5634","info@nfpaonline.org","http://nfpaonline.org; http://www.facebook.com/nationalfosterparentassociation; http://www.linkedin.com/company/1233268; http://twitter.com/NFPAOnline","","","","","1972","","","","None Reported","Yes","Fellowship; Scholarship","","","","","None Reported","","","Parents","07","Social Welfare Organizations","Irene Clements","","","",""
"EZQCYP215696200","National Gardening Association (NGA)","5452 County Road 1405","","","","","Jacksonville, TX 75766 USA","Jacksonville","TX","75766","United States","","","","","","http://www.garden.org; http://www.facebook.com/Garden.Org; http://twitter.com/NatlGardening","2741; 2731; 7375; 5192; 2721; 8399","Miscellaneous Publishing; Book Publishing; Information Retrieval Services; Books, Periodicals and Newspapers; Periodicals; Social Services Nec","0782","Lawn and Garden Services","1971","22","3000000","","None Reported","Yes","Grant","","Survey; Catalog; Database","Printed as needed; annual; triennial","No","None Reported","","","Gardening","13","Hobby and Avocational Organizations","Dave Whitinger","","","",""
"JARJKV116183419","National Independent Automobile Dealers Association (NIADA)","2521 Brown Blvd.","","","","","Arlington, TX 76006-5203 USA","Arlington","TX","76006-5203","United States","817","(817)640-3838","800-682-3837","(817)649-5866","info@niada.com","http://www.niada.com; http://www.facebook.com/NationalIndependentAutomobileDealersAssociation; http://www.linkedin.com/company/1010092; http://twitter.com/_NIADA","2721","Periodicals","5511","New and Used Car Dealers","1946","12","3000000","","None Reported","Yes","Award; Trophy; Scholarship; Medal; Recognition","","Periodical; Magazine; Newsletter; Report","annual; monthly; quarterly","Yes","Yes","convention; tradeshow","Yes","Automotive Services","01","Trade, Business, and Commercial Organizations","Michael Linn, CPP","","","",""
"WRDYCL247823110","National Institute of Packaging, Handling and Logistics Engineers (NIPHLE)","5903 Ridgeway Dr.","","","","","Grand Prairie, TX 75052 USA","Grand Prairie","TX","75052","United States","817","(817)466-7490","","","admin@niphle.com","http://www.niphle.com; http://www.facebook.com/National-Institute-of-Packaging-Handling-and-Logistics-Engineers-176995448985976; http://www.linkedin.com/groups/2245559/profile; http://twitter.com/niphle","2741","Miscellaneous Publishing","8711; 7389","Engineering Services; Business Services Nec","1956","1","38361","","None Reported","Yes","Recognition; Scholarship","","Directory; Newsletter","6/year; Latest edition 2009; annual","Yes","Yes","conference; meeting","Yes","Packaging","04","Engineering, Technological, and Natural and Social Sciences Organizations","Mike Werneke","","","",""
"SPDXYB017827764","National Jewish Committee on Scouting (NJCS)","Boy Scouts of America","PO Box 152079","","","","Irving, TX 75015-2091 USA","Irving","TX","75015-2091","United States","972","(972)580-2000","","","info@jewishscouting.org","http://www.jewishscouting.org; http://www.facebook.com/National-Jewish-Committee-on-Scouting-111328265762; http://twitter.com/jewishscouting","","","8322","Individual and Family Services","1926","","","100000","None Reported","Yes","Scholarship; Award; Medal; Recognition","","","","","None Reported","","","Scouting","07","Social Welfare Organizations","Bruce Chudacoff","","","",""
"WJATBJ272736320","National Junior Santa Gertrudis Association (NJSGA)","PO Box 1257","","","","","Kingsville, TX 78364 USA","Kingsville","TX","78364","United States","361","(361)592-9357","","(361)592-8572","","http://www.santagertrudis.com/njsga.html; http://www.facebook.com/National-Junior-Santa-Gertrudis-Association-200662430013117","","","8699","Membership Organizations Nec","1979","3","","400","None Reported","None Reported","","","","","","Yes","tradeshow","","Cattle","02","Environmental and Agricultural Organizations","John E. Ford","","","",""
"JXXFQX966864568","National Kindergarten Alliance (NKA)","c/o Penny Pillack, President","PO Box 309","","","","Agua Dulce, TX 78330 USA","Agua Dulce","TX","78330","United States","","","","(361)998-2333","ppillack@aol.com","http://www.nkateach.org","","","8351","Child Day Care Services","2001","","","","None Reported","Yes","Scholarship; Grant","","","","","None Reported","","","Preschool Education","05","Educational Organizations","","","","",""
"JUGPVX699425059","National Medical Malpractice Advocacy Association (NMMAA)","9119 Hwy. 6, Ste. 230","","","","","Missouri City, TX 77459 USA","Missouri City","TX","77459","United States","","","800-379-1054","","nammv1988@gmail.com","http://www.nmmaa.org; http://www.facebook.com/nmma2015","","","","","2013","","","","None Reported","None Reported","","","","","","None Reported","","","Human Rights; Health Care; Medical Reform; Social Change; Social Justice","07","Social Welfare Organizations","Deirdre Dickson-Gilbert","","","",""
"ZNKDLZ677980506","National Oil and Acrylic Painters' Society (NOAPS)","PO Box 690411","","","","","Houston, TX 77269 USA","Houston","TX","77269","United States","479","(479)899-4961","","","executivenoaps.org@gmail.com","http://www.noaps.org; http://www.facebook.com/National-Oil-Acrylic-Painters-Society-153593704703871; http://twitter.com/NOAPSociety","","","7336; 8999","Commercial Art and Graphic Design; Services Nec","1991","3","30000","1400","None Reported","None Reported","","","Newsletter","semiannual","No","None Reported","","","Art","06","Cultural Organizations","Michelle Murray","","","",""
"XZAPXM682311322","National Organization for Mexican American Rights, Inc. (NOMAR)","c/o Dan J. Solis, President","PO Box 681205","","","","San Antonio, TX 78268-1205 USA","San Antonio","TX","78268-1205","United States","210","(210)520-1831","","(210)520-1831","president@nomarinc.org","http://www.nomarinc.org","3429","Hardware Nec","","","1998","","","","None Reported","None Reported","","","Report","","No","None Reported","","","Hispanic","09","Public Affairs Organizations","Dan J. Solis","","","",""
"MJBEXF820966111","National Organization of Hispanics in Criminal Justice (NOHCJ)","PO Box 19748","","","","","Austin, TX 78760 USA","Austin","TX","78760","United States","512","(512)708-0647","","","","http://www.nohcj.org","","","8111; 9211; 9223; 9211; 9223","Legal Services; Courts; Correctional Institutions; Courts; Correctional Institutions","2003","","","","None Reported","None Reported","","","","","","None Reported","","","Criminal Justice; Crime; Law Enforcement; Minorities; Hispanic","03","Legal, Governmental, Public Administration, and Military Organizations","Ana Aguirre","","","",""
"DCGAKP289594961","National Public Parks Tennis Association (NPPTA)","c/o Ron Melvin, President","13925 FM 1346","","","","Saint Hedwig, TX 78152 USA","Saint Hedwig","TX","78152","United States","","","","","","http://www.nppta.com","","","","","1923","","60000","77","None Reported","None Reported","","","","","","Yes","meeting","","Tennis","14","Athletic and Sports Organizations","John Pratt","","","",""
"ACZJTV452142536","National Search Dog Alliance (NSDA)","1302 Waugh Dr., Ste. 121","","","","","Houston, TX 77019 USA","Houston","TX","77019","United States","360","(360)808-0894","","","snelling@olypen.com","http://www.n-sda.org; http://www.facebook.com/NSDA-169017188403","","","","","2007","14","7098","","None Reported","None Reported","","","Newsletter","monthly","No","None Reported","","","Rescue","07","Social Welfare Organizations","Susan Fleming","","","",""
"GGZCHH749968429","National Student Employment Association (NSEA)","9600 Escarpment Blvd., Ste. 745, PMB 11","","","","","Austin, TX 78749 USA","Austin","TX","78749","United States","512","(512)423-1417","","(972)767-5131","nsea@nsea.info","http://www.nsea.info; http://www.facebook.com/nsea.info; http://www.linkedin.com/groups/82841/profile; http://twitter.com/nsea_info","2741","Miscellaneous Publishing","8742; 8221; 8299; 8221; 8299","Management Consulting Services; Colleges and Universities; Schools and Educational Services Nec; Colleges and Universities; Schools and Educational Services Nec","1976","1","222977","","None Reported","Yes","Recognition; Award","","Newsletter; Journal","3/year; Third Edition; annual; quarterly","Yes","Yes","conference","None Reported","Placement","05","Educational Organizations","Ann Wessman","","","",""
