Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Publishers Directory") And Edition (41)  LIMITS: Database (Publishers Directory)"

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL,Annual Sales,Officer 1,Officer 2,Officer 3,Officer 4,Officer 5
"MFAVFE340179171","American Literacy Council","1441 Mariposa Ave.","","","","","Boulder, CO 80302 USA","Boulder","CO","80302","United States","303","(303)440-7385","","","president@americanliteracy.com","http://www.americanliteracy.com","000","Robert McGehee","Jim Campbell","Frya Barnes","Bob Riekert","Alan Mole"
"SNLYIW635719300","American Literary Press Inc.","8019 Belair Rd., Ste. 10","","","","","Nottingham, MD 21236 USA","Nottingham","MD","21236","United States","410","(410)882-7700","","","","","15100000","James V. Frey","","","",""
"QDLDKA514305721","American Lutheran Publicity Bureau","PO Box 327","","","","","Delhi, NY 13753-0327 USA","Delhi","NY","13753-0327","United States","607","(607)746-7511","","","","http://www.alpb.org","100000","Ray Kibler, III","Rev. John R. Hannah","Dr. Jeffrey Gaab","Gregory Fryer","Paul R. Sauer"
"XBCNHN275639261","American Map","15 Tyger River Dr.","","","","","Duncan, SC 29334 USA","Duncan","SC","29334","United States","864","(864)486-0214","800-432-6277","","amc-cscfeedback@americanmap.com","","","Susan Susan","Susan Pohja","Stuart Dolgins","Richard Strug","Paula Bregman"
"FXJDWJ144226098","American Mathematics Competitions","1740 Vine St.","","","","","Lincoln, NE 68588-0658 USA","Lincoln","NE","68588-0658","United States","402","(402)472-2257","800-527-3690","(402)472-6087","amcinfo@maa.org","http://www.amc.maa.org","2013000","Rachelle Jensen","Lisa Hoffman","Lauren Mota","Tito Andreski","Elgin H. Johnston"
"VBWMYI843479717","American Medical Association","AMA Plaza","330 N Wabash Ave.","","","","Chicago, IL 60611 USA","Chicago","IL","60611","United States","312","(312)464-4430","800-621-8335","(312)464-5226","amalibrary@ama-assn.org","http://www.ama-assn.org","19077000","Cynthia Brown","Eileen Rubey","Michael Maves","Ronald W. Davis","Edward Hill"
"RTJVVX837956681","American Mideast Research","142 Presidio Ave.","","","","","San Francisco, CA 94115-1614 USA","San Francisco","CA","94115-1614","United States","415","(415)346-9222","","(415)346-9319","","","","Shahdan El Shazly","Pat Deely","","",""
"VTQSXA589898128","American Milking Shorthorn Society","c/o Junia Isiminger, Executive Secretary","23515 Range Rd.","","","","Union City, PA 16438 USA","Union City","PA","16438","United States","608","(608)365-3332","","(608)365-6644","","http://www.milkingshorthorn.com","50000","Casey Weiss","Steve Marak","Katie Agnew","John Kuszlyk","Brian Pederson"
"JZMOZD323544159","American Mold Builders Association","3601 Algonquin Rd., Ste. 304","","","","","Rolling Meadows, IL 60008 USA","Rolling Meadows","IL","60008","United States","847","(847)222-9402","","(847)222-9437","","http://www.amba.org","1000000","Mike Walter","Mike Armbrust","","",""
"PXLCOK592144349","American Montessori Consulting","11961 Wallingsford Rd.","","","","","Rossmoor, CA 90720-4329 USA","Rossmoor","CA","90720-4329","United States","562","(562)598-2321","","","info@amonco.org","http://www.amonco.org","","Leonard Presberg","Heidi Anne Spietz","Frances Henderson","",""
"KRQFGS366416959","American Mosquito Control Association","1120 Route 73, Ste. 200","","","","","Mount Laurel, NJ 08054 USA","Mount Laurel","NJ","08054","United States","856","(856)439-9222","","(856)439-0525","amca@mosquito.org","http://www.mosquito.org","","Steve Mulligan","","","",""
"OFJOUY954921537","American Moving and Storage Association","1611 Duke St.","","","","","Alexandria, VA 22314-3406 USA","Alexandria","VA","22314-3406","United States","703","(703)683-7410","888-849-2672","(703)683-7527","info@moving.org","http://www.promover.org","","Glen Dunkerson","","","",""
"FXFTSR407087582","American Multi-Cultural Publications","1234 Lord Sterling Rd., Ste. B","","","","","Washington Crossing, PA 18977 USA","Washington Crossing","PA","18977","United States","215","(215)321-7001","","(215)321-9004","","http://www.diversity-books.com","","Paul J. McTamney","","","",""
"HATNAS483539320","American Museum of Fly Fishing","4104 Main St.","","","","","Manchester, VT 05254 USA","Manchester","VT","05254","United States","802","(802)362-3300","","(802)362-3308","","http://www.amff.com","15000","Yoshi Akiyama","Sara Wilcox","Richard G. Tisch","Philip Sawyer","Kathleen Achor"
"MIAZSI642372794","American National CattleWomen","9110 E Nichols Ave., Ste. 302","","","","","Centennial, CO 80112 USA","Centennial","CO","80112","United States","303","(303)694-0313","","(303)694-2390","ancw@ancw.org","http://www.ancw.org","258000","Marcia Lightsey","Linda Davis","Kristy Lage","Jill Ginn","Glee Swanson"
"GBWFLI403801914","American Newspaper Representatives Inc.","2075 W Big Beaver Rd., Ste. 310","","","","","Troy, MI 48084 USA","Troy","MI","48084","United States","248","(248)643-9910","800-550-7557","(248)643-9914","","http://www.anrinc.net","12000000","John Jepsen","Jennifer Tingley Prince","Kate Howe","",""
"JGFTTF177098834","American News Women's Club","1607 22nd St. NW","","","","","Washington, DC 20008 USA","Washington","DC","20008","United States","202","(202)332-6770","","(202)265-6092","anwclub@comcast.net","http://anwc.org","","Natalie Diblasio","","","",""
"GOQSQO950250134","American Nuclear Society","555 N Kensington Ave.","","","","","La Grange Park, IL 60526 USA","La Grange Park","IL","60526","United States","708","(708)352-6611","800-323-3044","(708)352-0499","nuclear@ans.org","http://www.ans.org","331000","Susan Gallier","Staci B. Levy","Michael L. Corradini","Robert C Fine","Donald R. Hoffman"
"WEUIXZ217571790","American Numismatic Society","75 Varick St., 11th Fl.","","","","","New York, NY 10013 USA","New York","NY","10013","United States","212","(212)571-4470","","(212)571-4479","meadows@numismatics.org","http://www.numismatics.org","","Elizabeth Hahn","Rhonda Yen Kauffman","David Hill","Robert Wilson Hoge","Richard Witschonke"
"CJTDJB869693245","American Occupational Therapy Association","4720 Montgomery Ln., Ste. 200","","","","","Bethesda, MD 20814-3449 USA","Bethesda","MD","20814-3449","United States","301","(301)652-6611","800-SAY-AOTA","(301)652-7711","members@aota.org","http://www.aota.org","29575000","Frederick P. Somers","","","",""
"UUVQUC034582766","American Opinion Book Services","770 N Westhill Blvd.","","","","","Appleton, WI 54914-5785 USA","Appleton","WI","54914-5785","United States","1; 920","(920)749-3783","800-342-6491","(920)749-5062","","","","Sabrina Koldeway","John F. McManus","George Kotalik","",""
"SBSPYJ538075780","American Overseas Book Co. Inc.","550 Walnut St.","","","","","Norwood, NJ 07648 USA","Norwood","NJ","07648","United States","201","(201)767-7600","","(201)784-0263","orders@aobc.com","http://www.aobc.com","","","","","",""
"YIPFSB673374200","American Philatelic Congress","c/o Dr. Michael D. Dixon, Second Vice President","7321 SE Taylor St.","","","","Portland, OR 97215-2262 USA","Portland","OR","97215-2262","United States","415","(415)861-0515","","","","http://www.americanphilateliccongress.org","","Dr. Mark E. Banchik","Steve Washburne","Stephen D. Schumann","Ross A. Towle","Peter P. McCann"
"FBASHN203862483","American Physical Therapy Association","1111 N Fairfax St.","","","","","Alexandria, VA 22314-1488 USA","Alexandria","VA","22314-1488","United States","703","(703)684-2782","800-999-2782","(703)684-7343","memberservices@apta.org","http://www.apta.org","50384000","Paul Rockar, Jr.","Sharon L. Dunn","Janet Bezner","Rob Batarla","Felicity Clancy"
"LPPIUS055175713","American Phytopathological Society","3340 Pilot Knob Rd.","","","","","Saint Paul, MN 55121 USA","Saint Paul","MN","55121","United States","651","(651)454-7250","","(651)454-0766","aps@scisoc.org","http://www.apsnet.org","","Michelle Bjerkness","Linda Gold","Greg Grahek","Betty Ford","Amy Hope"
"NYEEFN325514008","American Planning Association","205 N Michigan Ave., Ste. 1200","","","","","Chicago, IL 60601 USA","Chicago","IL","60601","United States","312","(312)431-9100","","(312)786-6700","customerservice@planning.org","http://www.planning.org","1000000","James M. Drinan","","","",""
"STPSTJ844207330","American Polygraph Association","PO Box 8037","","","","","Chattanooga, TN 37414-0037 USA","Chattanooga","TN","37414-0037","United States","423","(423)892-3992","800-APA-8037","(423)894-5435","","http://www.polygraph.org","","Pam Shaw","Barry Cushman","Charles Slupski","George Baranowski","Jamie McCloughan"
"GHFTXZ158219459","American Poultry Association","PO Box 306","","","","","Burgettstown, PA 15021-0306 USA","Burgettstown","PA","15021-0306","United States","724","(724)729-3459","","(724)729-1003","secretaryapa@comcast.net","http://www.amerpoultryassn.com","","Walt Leonard","Sam Brush","Pat Horstman","Doris Robinson","Dick Horstman"
"XXQGVN563306478","American Press","60 State St., Ste. 700","","","","","Boston, MA 02109 USA","Boston","MA","02109","United States","617","(617)247-0022","","(617)247-0022","americanpress@flash.net","http://www.americanpresspublishers.com","","Becky Fox","","","",""
"HYGRYT569696047","American Psychological Association","750 First St. NE","","","","","Washington, DC 20002-4242 USA","Washington","DC","20002-4242","United States","202","(202)336-5500","800-374-2721","(202)336-5812","journals@apa.org","http://www.apa.org","90323000","","","","",""
"MHRHKF415345494","American Public Transportation Association","1666 K St. NW, Ste. 1100","","","","","Washington, DC 20006 USA","Washington","DC","20006","United States","202","(202)496-4800","","(202)496-4324","info@apta.com","http://www.apta.com","19099000","Virginia Miller","Michael Melaniphy","Lynne Morsen","Howard Silver","John Neff"
"SYESQN954964747","American Publishing Co.","PO Box 3007","","","","","Arlington, WA 98223-3007 USA","Arlington","WA","98223-3007","United States","1; 206","(206)659-6434","","(360)651-9099","","","360000","","","","",""
"FFCVIZ797124605","American Purchasing Society","8 E Galena Blvd., Ste. 203","","","","","Aurora, IL 60506 USA","Aurora","IL","60506","United States","630","(630)859-0250","","(630)859-0270","propurch@propurch.com","http://www.american-purchasing.com","","Mr. Richard H. Hough","Harry E. Hough","","",""
"PZIHKX681174683","American Railway Engineering and Maintenance-of-Way Association","4501 Forbes Blvd., Ste. 130","","","","","Lanham, MD 20706 USA","Lanham","MD","20706","United States","301","(301)459-3200","","(301)459-8077","","http://www.arema.org","","Vickie Fisher","Stacy Spaulding","Janice Clements","Desiree Knight","Larry L. Etherton"
"EHOWOE333903761","American Resort Development Association","1201 15th St. NW, Ste. 400","","","","","Washington, DC 20005-2842 USA","Washington","DC","20005-2842","United States","202","(202)371-6700","","(202)289-8544","customerservice@arda.org","http://www.arda.org","150000","Catherine Lacey","Stephany A. Madsen","Rob Dunn","Randy Goodhope","Lou Ann Burney"
"AIUIIW142898537","American School Directory","180 Freedom Ave.","","","","","Murfreesboro, TN 37129 USA","Murfreesboro","TN","37129","United States","615","(615)896-3800","866-273-7297","(615)895-9041","support@asddataservices.com","http://www.asd.com","","Larry Irving","Tom Wiley","Tom Crook","Elijah Collard",""
"FXCCSU199174261","American Security Council Foundation","1250 24th St. NW, Ste. 300","","","","","Washington, DC 20037 USA","Washington","DC","20037","United States","202; 772","(202)263-3661","","(202)263-3662","info@ascfusa.org","http://www.ascfusa.org","","James S. Robbins","Dr. Henry A. Fischer","George E. Pataki","Gary L. James","Edward T. Johnson"
"CWTKOS545726804","Americans for a Safe Israel","1751 2nd Ave.","","","","","New York, NY 10128-5363 USA","New York","NY","10128-5363","United States","212","(212)828-2424","800-235-3658","(212)828-4538","afsi@rcn.com","http://afsi.org","","Helen Freedman","","","",""
"DCEVOJ504162439","American Sheep Industry Association","9785 Maroon Cir., Ste. 360","","","","","Englewood, CO 80112 USA","Englewood","CO","80112","United States","303","(303)771-3500","","","","http://www.sheepusa.org","","Judy Malone","Larry Kincaid","Mary Jensen","Zahrah Khan","Peter Orwick"
"ZUOQNQ823920437","American Society for Nutrition","9650 Rockville Pike","","","","","Bethesda, MD 20814-3998 USA","Bethesda","MD","20814-3998","United States","301","(301)634-7050","","(301)634-7894","info@nutrition.org","http://www.nutrition.org","","John E. Courtney","","","",""
"BLGOFU781055794","American Society for Quality","PO Box 3005","","","","","Milwaukee, WI 53201-3005 USA","Milwaukee","WI","53201-3005","United States","414","(414)272-8575","800-248-1946","","help@asq.org","http://asq.org","31056000","Chuck Underwood","John C. Timmerman","Stephen K. Hacker","Paul E. Borawski",""
"LPVMIK833574029","American Society of Anesthesiologists","1061 American Ln.","","","","","Schaumburg, IL 60173-4973 USA","Schaumburg","IL","60173-4973","United States","847","(847)825-5586","","(847)825-1692","communications@asahq.org","http://www.asahq.org","","Thomas Conway","Robert Fine","Karen Bieterman","Teresa Jimenez","Felicia Reilly"
"LLILTA156871437","American Society of Brewing Chemists","3340 Pilot Knob Rd.","","","","","Saint Paul, MN 55121-2097 USA","Saint Paul","MN","55121-2097","United States","651","(651)454-7250","","(651)454-0766","asbc@scisoc.org","http://www.asbcnet.org","420000","Karen Cummings","Jordana Anker","Jody Grider","Greg Grahek","Charles W. Bamforth"
"CTBAXB266380585","American Society of Plant Biologists","15501 Monona Dr.","","","","","Rockville, MD 20855-2768 USA","Rockville","MD","20855-2768","United States","301","(301)251-0560","","(301)279-2996","info@aspb.org","http://my.aspb.org","3082000","Dr. Crispin Taylor","","","",""
"GKHUQZ521486282","American Society of Safety Engineers","520 N Northwest Hwy.","","","","","Park Ridge, IL 60068 USA","Park Ridge","IL","60068","United States","847","(847)699-2929","","(847)768-3434","customerservice@asse.org","http://www.asse.org","640000","Kelly Fanella","Vincent R. Miller, Jr.","Thomas F. Cecich","Robert E. McClay, Jr.","Richard A. Pollock"
"FIQFJP237395132","American Sociological Association","1430 K St. NW, Ste. 600","","","","","Washington, DC 20005 USA","Washington","DC","20005","United States","202","(202)383-9005","","(202)638-0882","customer@asanet.org","http://www.asanet.org","3000000","Roberta Spalter-Roth","Michael Murphy","Les Briggs","Karen Gray Edwards","Jean H. Shin"
"MJXJLY343502670","American Speech-Language-Hearing Association","2200 Research Blvd.","","","","","Rockville, MD 20850-3289 USA","Rockville","MD","20850-3289","United States","301","(301)296-5700","800-638-8255","(301)296-8580","actioncenter@asha.org","http://www.asha.org","78069000","Carolyn W. Higdon","Thomas J. Hallahan","Shelly S. Chabon","Robert M. Augustine","Paul R. Rao"
"QPFSMD206010903","American Stroke Association","7272 Greenville Ave.","","","","","Dallas, TX 75231 USA","Dallas","TX","75231","United States","","","888-478-7653","","","http://www.strokeassociation.org","6900000","Elliott Antman","","","",""
"PEOMZD579359180","American Student Assistance","100 Cambridge St., Ste. 1600","","","","","Boston, MA 02114 USA","Boston","MA","02114","United States","","","800-999-9080","","information@asa.org","http://www.asa.org","","Dione D. Kenyon","","","",""
"YZGDAE421356461","American Studies Center","1100 N Glebe Rd., Ste. 900","","","","","Arlington, VA 22201 USA","Arlington","VA","22201","United States","703","(703)302-1000","800-510-8255","(571)480-4141","listeners@radioamerica.org","http://www.radioamerica.org","16320000","Benji Carle","Bruce Bond","Ron Somich","James C. Roberts","Greg Corombos"
