Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Gale Directory of Publications and Broadcast Media") And Edition (154)  LIMITS: Database (Gale Directory of Publications and Broadcast Media)"

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL
"NBLHDA085426306","Advances in Linear Algebra & Matrix Theory","PO Box 54821","","","","","Irvine, CA 92619-4821 USA","Irvine","CA","92619-4821","United States","","","","","alamt@scirp.org","http://www.scirp.org/journal/alamt"
"YBLRAP796158172","Advances in Literary Study","PO Box 54821","","","","","Irvine, CA 92619-4821 USA","Irvine","CA","92619-4821","United States","","","","","service@scirp.org","http://www.scirp.org/journal/als"
"CXXAWE473924471","Advances in Materials Physics and Chemistry","PO Box 54821","","","","","Irvine, CA 92619-4821 USA","Irvine","CA","92619-4821","United States","","","","","service@scirp.org","http://www.scirp.org/journal/ampc"
"MGDUHK646994057","Advances in Mental Health and Intellectual Disabilities","Howard House, Wagon Ln.","","","","","Bingley BD16 1WA, United Kingdom","Bingley","","BD16 1WA","United Kingdom","","44 1274 777-700","","44 1274 785-201","","http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=amhid"
"GMMCCJ451486321","Advances in Meteorology","315 Madison Ave Third Fl., Ste. 3070","","","","","New York, NY 10017 USA","New York","NY","10017","United States","","","","","amet@hindawi.com","http://www.hindawi.com/journals/amete"
"PQHEED482763895","Advances in Optical Technologies","315 Madison Ave Third Fl., Ste. 3070","","","","","New York, NY 10017 USA","New York","NY","10017","United States","","","","","aot@hindawi.com","http://www.hindawi.com/journals/aot"
"CBZACR912743533","Advances in Optics and Photonics","2010 Massachusetts Ave. NW","","","","","Washington, DC 20036 USA","Washington","DC","20036","United States","202","(202)223-8130","","(202)223-1096","info@osa.org","http://www.opticsinfobase.org/aop/home.cfm"
"LQECVQ428631930","Advances in OptoElectronics","315 Madison Ave Third Fl., Ste. 3070","","","","","New York, NY 10017 USA","New York","NY","10017","United States","","","","","hindawi@hindawi.com","http://www.hindawi.com/journals/aoe"
"ICESZB860224508","Advances in Palliative Medicine","ul. Swietokrzyska 73","","","","","PL-80-180 Gdansk, Poland","Gdansk","","PL-80-180","Poland","","48 58 320-9494","","48 58 320-9460","viamedica@viamedica.pl","http://journals.viamedica.pl/advances_in_palliative_medicine"
"YHRRNA228902244","Advances in Parkinson's Disease","PO Box 54821","","","","","Irvine, CA 92619-4821 USA","Irvine","CA","92619-4821","United States","","","","","service@scirp.org","http://www.scirp.org/journal/apd"
"DWZBCT600049870","Advances in Polymer Technology","111 River St.","","","","","Hoboken, NJ 07030-5774 USA","Hoboken","NJ","07030-5774","United States","201","(201)748-6000","800-225-5945","(201)748-6088","info@wiley.com","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2329"
"KHYFYL977113656","Advances in Proteomics & Bioinformatics","5911 Oak Ridge Way","","","","","Lisle, IL 60532 USA","Lisle","IL","60532","United States","630","(630)397-0234","","","contact@gavinpublishers.org","http://gavinpublishers.com/portfolio/advances-in-proteomics-and-bioinformatics"
"SHNSTV417787056","Advances in Pure and Applied Mathematics","c/o Khalifa Trimeche, Ed.-in-Ch.","Dept. of Mathematics","Faculty of Mathematics","University Tunis El Manar","","2092 Tunis, Tunisia","Tunis","","2092","Tunisia","","","","","info@degruyterny.com; service@degruyter.com; customerservice@degruyter.com","http://www.degruyter.com/view/j/apam"
"NOQEWL148902591","Advances in Pure Mathematics","PO Box 54821","","","","","Irvine, CA 92619-4821 USA","Irvine","CA","92619-4821","United States","","","","","service@scirp.org","http://www.scirp.org/journal/apm"
"KOHKMC675366261","Advances in Science and Technology","Reinhardstrasse 18","","","","","CH-8008 Zurich, Switzerland","Zurich","","CH-8008","Switzerland","","41 44 922-1033","","","info@ttp.net; marketing@ttp.net; office@ttp.net","http://www.ttp.net/1662-8969.html"
"TQSDPO895053522","Advances in Sexual Medicine","PO Box 54821","","","","","Irvine, CA 92619-4821 USA","Irvine","CA","92619-4821","United States","","","","","service@scirp.org","http://www.scirp.org/journal/asm"
"LALMCR251273756","Advances in Skin & Wound Care","Two Commerce Sq.","2001 Market St.","","","","Philadelphia, PA 19103 USA","Philadelphia","PA","19103","United States","215","(215)521-8300","800-638-3030","(215)521-8902","info@apwca.org","http://journals.lww.com/aswcjournal/pages/default.aspx; http://www.apwca.org/page-1491350"
"DPQISI254195248","Advances in Strawberry Research","c/o Dr. Gail R. Nonnecke, Ed.","Dept. of Horticulture","Iowa State University","","","Ames, IA 50011 USA","Ames","IA","50011","United States","515","(515)294-0037","","(515)294-0730","info@nasga.org",""
"FLEZQA226826707","Advances in Structural Engineering","2455 Teller Rd.","","","","","Thousand Oaks, CA 91320-2234 USA","Thousand Oaks","CA","91320-2234","United States","","","800-818-7243","","sales@pfp.sagepub.com; info@sagepub.com; journals@sagepub.com; order@sagepub.com; textbookstechsupport@sagepub.com; textsales@sagepub.com; sagetexsupport@sagepub.com; onlinesupportus@sagepub.com","http://us.sagepub.com/en-us/nam/advances-in-structural-engineering/journal202466%20"
"JLSVPS431038149","Advances in Theoretical and Mathematics Physics","387 Somerville Ave.","","","","","Somerville, MA 02143 USA","Somerville","MA","02143","United States","617","(617)623-3016","","(617)623-3101","ipb-orders@intlpress.com","http://intlpress.com/site/pub/pages/journals/items/atmp/_home/_main"
"QWSMNO712035985","Advances in Tribology","315 Madison Ave Third Fl., Ste. 3070","","","","","New York, NY 10017 USA","New York","NY","10017","United States","","","","","at@hindawi.com","http://www.hindawi.com/journals/at"
"TVVIKW812055609","Advances in Vision Computing","No.25 HIG II, 2nd Cross St.","Mogappair West","","","","Chennai 600 037, India","Chennai","","600 037","India","","91 44 43565025","","","","http://airccse.org/journal/avc"
"EQTWAO148944684","Advances in Water Science and Technology","1812 N Columbia Blvd., Ste. C-15","","","","","Portland, OR 97217 USA","Portland","OR","97217","United States","","","","","","http://www.ajournals.com/journals/awst"
"UUNGXW427213564","Advancing Philanthropy","4300 Wilson Blvd., Ste. 300","","","","","Arlington, VA 22203 USA","Arlington","VA","22203","United States","703","(703)684-0410","800-666-3863","(703)684-0540","nsfre@nsfre.org","http://www.afpnet.org/publications/issuedetail.cfm?itemnumber=32212; http://www.afpnet.org/Publications/?%26navItemNumber=506"
"RMFZOA066808333","Advancing Women in Leadership","321 Kampmann Ave.","","","","","San Antonio, TX 78209 USA","San Antonio","TX","78209","United States","409","(409)294-1147","","(409)294-3886","publisher@advancingwomen.com","http://www.advancingwomen.com/awl"
"CGHTNK406914893","AdVantage News","192-A Alton Square Mall Dr.","","","","","Alton, IL 62002 USA","Alton","IL","62002","United States","618","(618)463-0612","","(618)463-0733","","http://advantagenews.com"
"OWSTDM912046205","Adventure Cyclist","150 E Pine St.","","","","","Missoula, MT 59807 USA","Missoula","MT","59807","United States","406","(406)721-1776","800-755-2453","(406)721-8754","info@adventurecycling.org","http://www.adventurecycling.org/adventure-cyclist"
"AYUDXD679783563","Advertiser-Democrat","1 Pikes Hill,","","","","","Norway, ME 04268 USA","Norway","ME","04268","United States","","","","","newsteam@advertiserdemocrat.com","http://www.advertiserdemocrat.com"
"EVBWAQ700429124","The Advertiser, Expanded Edition","31 Waymouth Str","","","","","Adelaide, SA 5000, Australia","Adelaide","","5000","Australia","","","","","tiser@theadvertiser.com.au","http://www.adelaidenow.com.au"
"NCOOGS733159677","Advertiser News North","20 West Ave.","","","","","Chester, NY 10918-1053 USA","Chester","NY","10918-1053","United States","845","(845)469-9000","","(845)469-9001","sales@strausnews.com","http://advertisernewsnorth.com; http://www.strausnews.com"
"UHFGJL675984753","Advertiser-North and South Edition","121 N Main St.","","","","","Jefferson, WI 53549 USA","Jefferson","WI","53549","United States","920","(920)674-2672","","","","http://strausnews.com/index.html"
"EYNIZE333752076","Advertizer-Herald","369 McGee St.","","","","","Bamberg, SC 29003-1338 USA","Bamberg","SC","29003-1338","United States","","","","","ahpublisher@bellsouth.net","http://www.advertizerherald.com"
"XLELTT203914547","The Advocate","1529 W 6th Ave., Ste. 103","","","","","Vancouver, BC, Canada V6J 1R1","Vancouver","BC","V6J 1R1","Canada","604","(604)737-8274","","","info@vancouverbar.ca","http://www.the-advocate.ca"
"IAFYBJ522869218","The Advocate","9A Riverbend Dr. S","","","","","Stamford, CT 06907 USA","Stamford","CT","06907","United States","","","","(203)964-2345","","http://myaccount.stamfordadvocate.com"
"ERAEVG869166681","The Advocate","10705 Rieger Rd.","","","","","Baton Rouge, LA 70809 USA","Baton Rouge","LA","70809","United States","","","","","","http://www.kckcc.edu/campus-life/student-activities-II/clubs-and-organizations"
"HICPPW676293475","Advocate","120 Clarendon St., 1st Fl.","Southbank","","","","Melbourne, VIC 3006, Australia","Melbourne","","3006","Australia","","61 3 92541910","","61 3 92541915","advocate@nteu.org.au","http://www.nteu.org.au/library/advocate"
"QNMAOP643324143","The Advocate","PO Box 4371","","","","","Los Angeles, CA 90078 USA","Los Angeles","CA","90078","United States","310","(310)943-5858","","(310)806-6350","newsroom@advocate.com","http://www.advocate.com"
"VASDWO262486489","Adweek/Midwest","825 8th Ave.","","","","","new york, NY 10019 USA","new york","NY","10019","United States","","","","","info@adweek.com","http://www.adweek.com"
"XMHNTR620097381","Adweek/New England","100 Boylston St., Ste. 210","","","","","Boston, MA 02116 USA","Boston","MA","02116","United States","617","(617)482-2921","","","info@adweek.com; adweekorders@wolff-smg.com","http://www.adweek.com"
"MBTHJV848969087","Aeon","PO Box 1092","","","","","Ames, IA 50014 USA","Ames","IA","50014","United States","","","","","ev@aeonJournal.com","http://www.aeonjournal.com"
"SYSMDV188022781","Aerobiologia","Van Godewijckstraat 30","","","","","3311 GX Dordrecht, Netherlands","Dordrecht","","3311 GX","Netherlands","","31 657-6000","","31 657-6555","customerservice@springer.com","http://www.springer.com/environment/pollution+and+remediation/journal/10453; http://link.springer.com/journal/10453"
"SZOHOA064437620","Aerokurier","Leuschnerstr. 1","","","","","70174 Stuttgart, Germany","Stuttgart","","70174","Germany","","49 711 1820-1","","49 711 1821-779","aerokurier@compuserve.com","http://www.aerokurier.de; http://www.motorpresse.de/de/print/33476"
"PUPAPP373188732","Aeronautica & Difesa","PO Box 2118","","","","","00100 Rome, Italy","Rome","","00100","Italy","","","","","aerodife@tin.it","http://www.aeroflight.co.uk/mags/magazine-details/aeronautica-difesa-magazine.htm"
"BGHVGN366065384","Aerospace Engineering","400 Commonwealth Dr.","","","","","Warrendale, PA 15096-0001 USA","Warrendale","PA","15096-0001","United States","724","(724)776-4841","877-606-7323","(724)776-0790","customerservice@sae.org","http://magazine.sae.org/aero"
"TAKUFO313956112","Aerospace Engineering & Manufacturing","400 Commonwealth Dr.","","","","","Warrendale, PA 15096-0001 USA","Warrendale","PA","15096-0001","United States","724","(724)776-4841","877-606-7323","(724)776-0790","aero@sae.org","http://www.sae.org/magazines; http://magazine.sae.org/aero"
"UYEIAT603049379","AeroSpaceNews.com","PO Box 1748","","","","","Ojai, CA 93024-1748 USA","Ojai","CA","93024-1748","United States","805","(805)639-7901","","(805)985-9919","","http://aerospacenews.com"
"SIUHUJ042593737","Aerostar Log","2608 W Kenosha, No. 704","","","","","Broken Arrow, OK 74012 USA","Broken Arrow","OK","74012","United States","918","(918)258-2346","","(918)258-2346","info@aerostar-owners.com","http://www.aerostar-owners.com"
"RYWZMB055832548","Aesthetic Plastic Surgery","233 Spring St.","","","","","New York, NY 10013 USA","New York","NY","10013","United States","212","(212)460-1500","","(212)460-1575","service-ny@springer.com; trans@transactionpub.com; customerservice@springer.com","http://www.springer.com/medicine/surgery/journal/266"
"EOFCVS676068435","Aesthetic Surgery Journal","2455 Teller Rd.","","","","","Thousand Oaks, CA 91320 USA","Thousand Oaks","CA","91320","United States","805","(805)499-9774","800-818-7243","(805)499-0871","","http://asj.oxfordjournals.org; http://www.surgery.org/professionals/aesthetic-surgery-journal"
"GMLRMS504278234","AFA Care Quarterly","322 8th Ave., 7th Fl.","","","","","New York, NY 10001 USA","New York","NY","10001","United States","646","(646)638-1542","866-232-8484","(646)638-1546","",""
"AQPOIT027446943","AFCI Newsletter","9595 Wilshire Blvd., Ste. 900","","","","","Beverly Hills, CA 90212 USA","Beverly Hills","CA","90212","United States","323","(323)461-2324","","(413)375-2903","",""
"MIUAOJ888595827","Afghanistan Sun","","","","","","Kabul, Afghanistan","Kabul","","","Afghanistan","","","","","","http://www.afghanistansun.com"
"OYPWTX506414984","AFN Korea Radio & Television","American Forces Network","Yongsan","","","","Anyang, South Korea","Anyang","","","South Korea","","","","","","http://www.defense.gov/home/features/widgets/afps_news2/widget4.html; http://afnkorea.net/"
"SGEPPZ119563164","AFN Korea Radio & Television 1161 KHz","Camp Red Cloud","","","","","Uijongbu, South Korea","Uijongbu","","","South Korea","","","","","","http://www.defense.gov; http://afnkorea.net/"
"FJAIGK527648430","Afn Shvel","64 Fulton St., Ste. 1101","","","","","New York, NY 10038 USA","New York","NY","10038","United States","212","(212)889-0380","","(212)889-0380","info@leagueforyiddish.org","http://www.leagueforyiddish.org/ishi.html#english"
"NDZTQU987469169","AFP Exchange","4520 E West Hwy., Ste. 800","","","","","Bethesda, MD 20814 USA","Bethesda","MD","20814","United States","301","(301)907-2862","","(301)907-2864","","http://www.afponline.org/exchange"
"PRTGML058200575","AfricaFocus","3509 Connecticut Ave. NW","","","","","Washington, DC 20008-2400 USA","Washington","DC","20008-2400","United States","","","","","",""
"AWWAZG955463237","Africa Media Review","Ave. Cheikh Anta Diop X, Canal IV, BP 3304","","","","","Dakar, Senegal","Dakar","","18524","Senegal","","221 33 8259822","","221 33 8241289","","http://www.codesria.org/spip.php?rubrique61%26lang=en"
"MSMWHZ452802838","African Affairs","Great Clarendon St.","","","","","Oxford OX2 6DP, United Kingdom","Oxford","","OX2 6DP","United Kingdom","","44 1865 556767","","44 1865 556646","","http://academic.oup.com/afraf/issue; http://www.royalafricansociety.org/african-affairs"
"LZDRTJ732607259","African American Philosophy","Plantijnstraat 2","","","","","2321 JC Leiden, Netherlands","Leiden","","2321 JC","Netherlands","","31 71 53 53 500","","31 71 53 17 532","brillonline@brill.com; royalty@brill.com; scs@ias.edu; sales-nl@brill.com; cs@brill.com; marketing@brill.com; em@brill.com; rights@brill.com; articlecompetition@brill.com","http://www.brill.com/products/series/african-american-philosophy"
"PPBEGC723231733","African American Review","2715 N Charles St.","","","","","Baltimore, MD 21218-4363 USA","Baltimore","MD","21218-4363","United States","410","(410)516-6900","","(410)516-6968","webmaster@jhupress.jhu.edu","http://www.press.jhu.edu/journals/african_american_review"
"WPQHLI517352837","African and Asian Studies","Plantijnstraat 2","","","","","2321 JC Leiden, Netherlands","Leiden","","2321 JC","Netherlands","","31 71 53 53 500","","31 71 53 17 532","brillonline@brill.com; royalty@brill.com; scs@ias.edu; sales-nl@brill.com; cs@brill.com; marketing@brill.com; em@brill.com; rights@brill.com; articlecompetition@brill.com","http://www.brill.com/african-and-asian-studies"
"VEZVAO746990469","African and Black Diaspora","80 State St.","","","","","Albany, NY 12207-2543 USA","Albany","NY","12207-2543","United States","","","","","education@routledge.com; sales@tandf.com.sg; online.sales@tandf.co.uk; book.orders@tandf.co.uk; informalaw@routledge.com","http://www.tandfonline.com/toc/rabd20/current"
