Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: National Organizations of the U.S.") And Edition (57)  LIMITS: Database (Encyclopedia of Associations: National Organizations of the U.S...."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL
"JJFFNI592194144","Theta Chi Omega National Multicultural Sorority","University of Texas at Arlington","701 S Nedderman Dr.","","","","Arlington, TX 76019 USA","Arlington","TX","76019","United States","817","(817)272-2011","","","thetachiomega1999@hotmail.com","http://thetachiomega.wix.com/uta; http://www.facebook.com/utathetas"
"UHXUJN340233053","Theta Rho Girls' Club (TRGC)","C/0 Tracie Gaytan, Advisor","12001 Crumpton","","","","Crandall, TX 75114 USA","Crandall","TX","75114","United States","903","(903)872-7438","","(903)872-7277","","http://www.iooftx.org/theta_rho.php"
"ROYTWL855047693","Three Dog Night Fan Club","c/o Madonna Nuckolls, President","","","","","Rowlett, TX 75030 USA","Rowlett","TX","75030","United States","","","","","mad4tdn@aol.com","http://threedognight.com/fan-club"
"EYSCQI895902265","Trull Foundation","404 4th St.","","","","","Palacios, TX 77465 USA","Palacios","TX","77465","United States","361","(361)972-5241","","(361)972-1109","info@trullfoundation.org","http://www.trullfoundation.org"
"DZVSIG905263253","Turtle Survival Alliance (TSA)","1989 Colonial Pky.","","","","","Fort Worth, TX 76110 USA","Fort Worth","TX","76110","United States","817","(817)759-7262","","(817)759-7501","","http://www.turtlesurvival.org; http://www.facebook.com/TurtleSurvival; http://twitter.com/turtlesurvival"
"NHALPZ069015574","Ulster-Scots Society of America (U-SSA)","PO Box 3969","","","","","Amarillo, TX 79116 USA","Amarillo","TX","79116","United States","","","","","","http://www.ulsterscotssociety.com"
"RNLGLR637340994","Uni-Bell PVC Pipe Association (UNI-BELL)","2711 LBJ Fwy., Ste. 1000","","","","","Dallas, TX 75234 USA","Dallas","TX","75234","United States","972","(972)243-3902","","(972)243-3907","info@uni-bell.org","http://www.uni-bell.org; http://www.facebook.com/pvcpipeassoc; http://www.linkedin.com/company/2262787; http://twitter.com/pvcpipeassoc"
"SSLRMN652197556","United Against Human Trafficking","2002 S Wayside Dr., Ste. 220","","","","","Houston, TX 77023 USA","Houston","TX","77023","United States","713","(713)874-0290","","(713)874-0233","contact@uaht.org","http://uaht.org; http://www.facebook.com/unitedagainstHT; http://twitter.com/uagainstht"
"TQYBSQ839280120","United States Boer Goat Association (USBGA)","PO Box 663","","","","","Spicewood, TX 78669 USA","Spicewood","TX","78669","United States","","","866-668-7242","(877)640-4060","office@usbga.org","http://www.usbga.net; http://www.facebook.com/unitedstatesboergoatassociation"
"KXCZML483827556","United States Bowling Congress (USBC)","621 Six Flags Dr.","","","","","Arlington, TX 76011 USA","Arlington","TX","76011","United States","","","800-514-2695","","bowlinfo@bowl.com","http://www.bowl.com; http://www.facebook.com/usbc; http://twitter.com/USBC"
"AKAHGU224929881","United States Calf Ropers Association (USCRA)","PO Box 690","","","","","Giddings, TX 78942 USA","Giddings","TX","78942","United States","979","(979)542-1239","","","","http://www.localriding.com/united-states-calf-ropers-association.html"
"OEXDJN978371664","United States Dog Agility Association (USDAA)","720 F Ave., Ste. 103","","","","","Plano, TX 75074 USA","Plano","TX","75074","United States","972","(972)487-2200","","(972)231-9700","sales@usdaa.com","http://www.usdaa.com"
"GNVDGB118475645","United States Helice Association (USHA)","7750 N MacArthur Blvd., Ste. 120-324","","","","","Irving, TX 75063 USA","Irving","TX","75063","United States","817","(817)296-3104","","","feedback@ushelice.com","http://www.ushelice.com; http://www.facebook.com/ushelice"
"RLXIAZ954413668","United States Team Penning Association (USTPA)","PO Box 1359","","","","","Weatherford, TX 76086 USA","Weatherford","TX","76086","United States","817","(817)599-4455","","(817)599-4461","membersupport@ustpa.com","http://www.ustpa.com; http://www.facebook.com/USTPA/; http://www.linkedin.com/company/1049166/"
"KNYHDH896048823","U.S. Business Council for Sustainable Development (US BCSD)","411 W Monroe St.","","","","","Austin, TX 78704 USA","Austin","TX","78704","United States","512","(512)981-5417","","(512)309-5456","info@usbcsd.org","http://www.usbcsd.org; http://www.facebook.com/United-States-Business-Council-for-Sustainable-Development-91010850894; http://twitter.com/usbcsd"
"HNHXYH782379114","U.S. Cancellation Club (USCC)","1715 Valley Vista Dr.","","","","","Houston, TX 77077-4938 USA","Houston","TX","77077-4938","United States","","","","","","http://www.oocities.org/athens/2088/uscchome.htm"
"OENVNU126668886","Vawter - Vauter - Vaughter Family Association (VVV)","c/o Patricia Vawter Renton","2372 Bear Creek Rd.","","","","Pipe Creek, TX 78063 USA","Pipe Creek","TX","78063","United States","903","(903)624-9632","","","","http://vawterfamily.org"
"HDQKFI566659407","Vietnamese Medical Association of the U.S.A. (VMA-USA)","4108 Surfside Ct.","","","","","Arlington, TX 76016 USA","Arlington","TX","76016","United States","687","(687)667-1016","","","info@vamausa.org","http://www.vamausa.org"
"TYXLSS233285708","Vietnam Helicopter Pilots Association (VHPA)","2100 N Highway 360, Ste. 907","","","","","Grand Prairie, TX 75050-1030 USA","Grand Prairie","TX","75050-1030","United States","","","800-505-8472","(817)200-7309","HQ@vhpa.org","http://www.vhpa.org"
"SVARBB227344806","Vintage Radio and Phonograph Society (VRPS)","PO Box 165345","","","","","Irving, TX 75016 USA","Irving","TX","75016","United States","972","(972)742-8085","","","","http://www.vrps.org; http://www.facebook.com/vrps.org"
"WWWHGN813292100","Voices Breaking Boundaries (VBB)","PO Box 541247","","","","","Houston, TX 77254-1247 USA","Houston","TX","77254-1247","United States","713","(713)524-7821","","","info@vbbarts.org","http://www.vbbarts.org; http://www.facebook.com/voicesbreakingboundaries; http://www.twitter.com/VBBarts"
"NHOFDI168491750","Water to Thrive","PO Box 26747","","","","","Austin, TX 78755 USA","Austin","TX","78755","United States","512","(512)206-4495","","","team@watertothrive.org","http://watertothrive.org; http://www.facebook.com/WaterToThrive; http://twitter.com/watertothrive"
"ZGOKWU425382347","We Care Act","2722 Garden Falls Dr.","","","","","Manvel, TX 77578 USA","Manvel","TX","77578","United States","832","(832)298-5888","","","wca@wecareact.org","http://www.wecareact.org; http://www.facebook.com/wecareact"
"FTQDCJ310793081","We Improve Tomorrow","1054 Lehman St.","","","","","Houston, TX 77018 USA","Houston","TX","77018","United States","","","","","info@weimprovetomorrow.org","http://www.weimprovetomorrow.org; http://www.facebook.com/weimprovetomorrow; http://twitter.com/weimprovetmrrow"
"TNCFCL262300778","Wireless Industry Association (WIA)","9746 Tappenbeck Dr.","","","","","Houston, TX 77055-4102 USA","Houston","TX","77055-4102","United States","713","(713)467-0077","","","contact@wirelessindustry.com","http://www.wirelessindustry.com/index.asp"
"FUDFJJ157529077","Women's Flat Track Derby Association (WFTDA)","PO Box 14100","","","","","Austin, TX 78761 USA","Austin","TX","78761","United States","512","(512)587-1859","","","","http://wftda.com; http://www.facebook.com/wftda; http://www.linkedin.com/company/women's-flat-track-derby-association; http://www.twitter.com/wftda"
"TOVHWN776295369","Women's Foodservice Forum (WFF)","6730 LBJ Fwy., Bldg. B","","","","","Dallas, TX 75240 USA","Dallas","TX","75240","United States","972","(972)770-9100","","(972)770-9150","","http://www.womensfoodserviceforum.com; http://www.facebook.com/womensfoodserviceforum; http://www.linkedin.com/groups/117071/profile; http://twitter.com/WFFHQ"
"DVUZLZ228614922","Women's Global Connection (WGC)","c/o University of the Incarnate Word","4503 Broadway St.","","","","San Antonio, TX 78209 USA","San Antonio","TX","78209","United States","210","(210)828-2224","","","wgcinsa@gmail.com","http://www.womensglobalconnection.org; http://www.facebook.com/womensglobalconnection; http://twitter.com/WGCINSA"
"HLUNBZ987460310","Women Contractors Association (WCA)","PO Box 70966","","","","","Houston, TX 77270 USA","Houston","TX","77270","United States","713","(713)807-9977","","(713)807-9917","director@womencontractors.org","http://www.womencontractors.org; http://www.facebook.com/womencontractorsassociation"
"JCNHIC865197043","Women in the Visual and Literary Arts (WiVLA)","PO Box 130406","","","","","Houston, TX 77219-0406 USA","Houston","TX","77219-0406","United States","","","","","info@wivla.org","http://www.wivla.org; http://www.facebook.com/WiVLA"
"KVVUDD185828448","Working Ranch Cowboys Association (WRCA)","408 SW 7th Ave.","","","","","Amarillo, TX 79101 USA","Amarillo","TX","79101","United States","806","(806)374-9722","","","wrca@wrca.org","http://wrca.org; http://www.facebook.com/wrcarodeo; http://www.twitter.com/wrcarodeo"
"SUHXNS725025962","World Dance Alliance Americas (WDA)","c/o Professor Linda Caldwell, Vice President","Texas Woman's University","","","","Denton, TX 76204 USA","Denton","TX","76204","United States","214","(214)460-6844","","","membership@wda-americas.net","http://www.wda-americas.net; http://www.facebook.com/WorldDanceAlliance; http://twitter.com/WDA_Americas"
"RLPYSA453064047","World Federation for Coral Reef Conservation (WFCRC)","PO Box 311117","","","","","Houston, TX 77231 USA","Houston","TX","77231","United States","281","(281)309-1201","","","contact@wfcrc.org","http://www.wfcrc.org; http://www.facebook.com/TheWorldFederationForCoralReefConservation; http://www.linkedin.com/company/world-federation-for-coral-reef-conservation?trk=cp_followed_name_world-federation-for-coral-reef-conservation"
"TGRZVL513295251","World Health Services","PO Box 186","","","","","Keene, TX 76059 USA","Keene","TX","76059","United States","817","(817)933-2088","","","","http://myfathersmission.org"
"HPLZUB716487703","World Watusi Association (WWA)","PO Box 201","","","","","Walnut Springs, TX 76690 USA","Walnut Springs","TX","76690","United States","254","(254)797-3032","","","info@watusi.org","http://www.watusi.org; http://www.facebook.com/watusicattle; http://twitter.com/WatusiCattle"
"PPQKFH376218863","106th Infantry Division Association","PO Box 140535","","","","","Dallas, TX 75214 USA","Dallas","TX","75214","United States","214","(214)823-3004","","","","http://106thinfdivassn.org"
"MSDMFN158726090","11th Armored Cavalry's Veterans of Vietnam and Cambodia (11th ACVVC)","PO Box 956","","","","","Colleyville, TX 76034-0956 USA","Colleyville","TX","76034-0956","United States","","","","","11thcav1966@comcast.net","http://www.11thcavnam.com; http://www.facebook.com/11thACVVC"
"WUBOUH119950549","508th Parachute Infantry Regiment Association","3630 Townsend Dr.","","","","","Dallas, TX 75229-3805 USA","Dallas","TX","75229-3805","United States","214","(214)632-1360","","","","http://www.508pir.org; http://www.facebook.com/508PIR/?fref=ts"
"AGASZC337341098","Acid Maltase Deficiency Association (AMDA)","PO Box 700248","","","","","San Antonio, TX 78270-0248 USA","San Antonio","TX","78270-0248","United States","210","(210)494-6144","","(210)490-7161","","http://www.amda-pompe.org"
"EWAEFP483331921","Africa's Promise Village (APV)","15 Monarch Oaks Ln.","","","","","The Hills, TX 78738 USA","The Hills","TX","78738","United States","512","(512)350-5880","","","info@africaspromisevillage.org","http://www.africaspromisevillage.org; http://www.facebook.com/AfricasPromiseVillage"
"GDQTYA018001998","African Violet Society of America (AVSA)","2375 N St.","","","","","Beaumont, TX 77702-1722 USA","Beaumont","TX","77702-1722","United States","409","(409)839-4725","844-400-2872","","info@avsa.org","http://www.avsa.org; http://www.facebook.com/AVSA.org/"
"VFMGPM420590587","Aim For Success (AFS)","17817 Davenport Rd., Ste. 245","","","","","Dallas, TX 75355 USA","Dallas","TX","75355","United States","972","(972)422-2322","","","office@aimforsuccess.org","http://www.aimforsuccess.org; http://www.facebook.com/AimForSuccessInc/?ref=hl; http://www.linkedin.com/company/aim-for-success"
"XPANPX210024595","Alliance of Claims Assistance Professionals (ACAP)","c/o Rebecca Stephenson, Co-President","9600 Escarpment, Ste. 745-65","","","","Austin, TX 78749 USA","Austin","TX","78749","United States","","","888-394-5163","","","http://www.claims.org; http://twitter.com/claimsorg"
"JLLZAQ078415418","Allied Pilots Association (APA)","14600 Trinity Blvd., Ste. 500","","","","","Fort Worth, TX 76155-2512 USA","Fort Worth","TX","76155-2512","United States","817","(817)302-2272","","","helpdesk@alliedpilots.org","http://www.alliedpilots.org; http://www.facebook.com/AlliedPilots; http://twitter.com/alliedpilots"
"NHBDUX913033559","ALOA Security Professionals Association (ALOA)","3500 Easy St.","","","","","Dallas, TX 75247 USA","Dallas","TX","75247","United States","214","(214)819-9733","800-532-2562","(214)819-9736","education@aloa.org","http://www.aloa.org; http://www.facebook.com/ALOA.org/?ref=page_internal"
"ESYSPB936046686","Alpaca Llama Show Association (ALSA)","17102 Mueschke Rd.","","","","","Cypress, TX 77433 USA","Cypress","TX","77433","United States","281","(281)516-1442","","(281)516-1449","llamas@alsashow.org","http://www.alsashow.net"
"KSJGXB517151788","Alpha Epsilon Delta (AED)","Texas Christian University, Box 298810","","","","","Fort Worth, TX 76129 USA","Fort Worth","TX","76129","United States","817","(817)257-4550","","(817)257-0201","aednationaloffices@tcu.edu","http://www.aednational.tcu.edu; http://www.facebook.com/AlphaEpsilonDeltaNational?fref=ts"
"GJTMPC460627021","American Academy of Counseling Psychology (AACoP)","c/o Jeanette Madkins, President","Texas A&M University","1263 TAMU","","","College Station, TX 77843 USA","College Station","TX","77843","United States","979","(979)845-4427","","(979)862-4383","","http://www.aacop.us"
"BCTOXJ657541570","American Alternative Medical Association (AAMA)","2200 Market St., Ste. 803","","","","","Galveston, TX 77550-1530 USA","Galveston","TX","77550-1530","United States","409","(409)621-2600","888-764-2237","(775)703-5334","office@joinaama.com","http://www.joinaama.com"
"LRMTSX692488622","American Association of Chairs of Departments of Psychiatry (AACDP)","c/o R. Bell, Executive Director","8624 Ferguson Rd.","","","","Dallas, TX 75357-0218 USA","Dallas","TX","75357-0218","United States","717; 859","(717)228-7687; (859)221-3318","","(717)270-1673","psychiatrychairs@gmail.com","http://www.aacdp.org"
"BAIUTM815491724","American Association of Drilling Engineers (AADE)","PO Box 107","","","","","Houston, TX 77001 USA","Houston","TX","77001","United States","281","(281)293-9800","","(281)293-9800","info@aade.org","http://www.aade.org; http://www.facebook.com/American-Association-of-Drilling-Engineers-245802524097"
"KXIDGD756119340","American Blind Golf (ABG)","c/o Bruce Hooper, Co-Director","7410 Quail Run Dr.","","","","San Antonio, TX 78209-3129 USA","San Antonio","TX","78209-3129","United States","210","(210)822-6366","","","americanblindgolf@gmail.com","http://www.americanblindgolf.com"
"ZQZBEZ395865931","American Board of Obstetrics and Gynecology (ABOG)","2915 Vine St.","","","","","Dallas, TX 75204 USA","Dallas","TX","75204","United States","214","(214)871-1619; (214)721-7520","","(214)871-1943","info@abog.org","http://www.abog.org"
"XXNKMB170005461","American Board of Trial Advocates (ABOTA)","2001 Bryan St., Ste. 3000","","","","","Dallas, TX 75201 USA","Dallas","TX","75201","United States","214","(214)871-7523","800-932-2682","(214)871-6025","national@abota.org","http://www.abota.org; http://www.facebook.com/NationalABOTA; http://www.linkedin.com/company/1280253; http://twitter.com/NationalABOTA"
